"","x"
"135",0.00310815752119897
"136",0.00311398660811613
"137",0.00311398660811613
"138",0.00311398660811613
"139",0.00312070288171351
"140",0.00312070288171351
"141",0.00312737867863977
"142",0.0031299328592832
"143",0.0031299328592832
"144",0.0031314907120511
"145",0.00313165248793268
"146",0.00313403670403367
"147",0.00313527941074554
"148",0.00318790463240815
"149",0.00320264905190815
"150",0.00320774375743338
"151",0.0032114931570838
"152",0.0032114931570838
"153",0.00322964625405453
"154",0.00323697654066124
"155",0.00324811296076644
"156",0.00324811296076644
"157",0.00324811296076644
"158",0.00324811296076644
"159",0.00325437479906932
"160",0.00325437479906932
"161",0.00326188334530542
"162",0.00327018145718416
"163",0.00327018145718416
"164",0.00327018145718416
"165",0.00327205724719004
"166",0.00329195871437193
"167",0.00331088383739686
"168",0.00331607356021058
"169",0.00331752533285778
"170",0.00331752533285778
"171",0.00332585984238776
"172",0.00332585984238776
"173",0.00332654754268336
"174",0.00333431293377917
"175",0.00333431293377917
"176",0.00334220952322772
"177",0.00334220952322772
"178",0.00336294718118157
"179",0.00336294718118157
"180",0.00337393018525767
"181",0.00337393018525767
"182",0.00338482954754615
"183",0.00338492867932083
"184",0.0033910481706062
"185",0.0033969064746765
"186",0.0033969064746765
"187",0.00339856444961417
"188",0.00340266633792219
"189",0.00341375966397139
"190",0.00341430060715264
"191",0.00341430060715264
"192",0.00341902054921794
"193",0.00341902054921794
"194",0.00342294980301161
"195",0.00342630331605642
"196",0.00343525946777634
"197",0.00344040758802666
"198",0.0034480310160756
"199",0.00345155200894176
"200",0.00345810566252136
"201",0.00347795666341122
"202",0.00347816195659867
"203",0.00347816195659867
"204",0.00347816195659867
"205",0.00348066653607038
"206",0.00348377054594096
"207",0.00349221620383178
"208",0.00349669471447156
"209",0.00350884630129267
"210",0.0035090975223051
"211",0.0035090975223051
"212",0.00351005715127939
"213",0.00351397378343854
"214",0.00351515132344238
"215",0.00351515132344238
"216",0.00351848863171567
"217",0.0035191539422369
"218",0.0035326112541878
"219",0.0035326112541878
"220",0.0035404808877828
"221",0.00355142169464107
"222",0.00355142169464107
"223",0.00355158138067768
"224",0.00355538585472692
"225",0.00355954828192251
"226",0.00355954828192251
"227",0.0035607900057123
"228",0.00356656742966632
"229",0.00356875505479981
"230",0.00356875505479981
"231",0.00356954001760013
"232",0.00358448772852515
"233",0.00358448772852515
"234",0.00358831245439262
"235",0.00358831245439262
"236",0.00358831245439262
"237",0.00360657829899158
"238",0.00361748205373058
"239",0.00363213223528347
"240",0.00363213355893832
"241",0.00363888322443173
"242",0.00363888322443173
"243",0.00363924671009408
"244",0.00364519939175101
"245",0.00364519939175101
"246",0.00364519939175101
"247",0.00367527486079788
"248",0.00367646987482628
"249",0.00367671222582511
"250",0.00368774718306186
"251",0.00368774718306186
"252",0.00370345976598641
"253",0.00370394499130777
"254",0.00370394499130777
"255",0.00370517477281995
"256",0.00370517477281995
"257",0.00371250662686295
"258",0.00371250662686295
"259",0.00371517219093009
"260",0.00371584392788771
"261",0.00371584392788771
"262",0.00371998204888968
"263",0.00372198679082081
"264",0.00372224542555299
"265",0.00372883263158075
"266",0.00373996210209437
"267",0.0037543976458444
"268",0.0037640884949407
"269",0.0037640884949407
"270",0.0037648623899188
"271",0.00377271903941645
"272",0.00377271903941645
"273",0.00377745793963791
"274",0.00377911301753953
"275",0.00378028502977934
"276",0.00378271507560657
"277",0.00378545468798064
"278",0.00378545468798064
"279",0.0037856836401009
"280",0.00378808491725324
"281",0.00378808491725324
"282",0.00378808491725324
"283",0.00378894231842786
"284",0.00378914056788837
"285",0.00379238976945429
"286",0.00379487253179278
"287",0.00379595483652262
"288",0.00379595483652262
"289",0.00379953263256438
"290",0.00380528314567041
"291",0.00380528314567041
"292",0.00380612545880787
"293",0.00381369082560123
"294",0.00381369082560123
"295",0.00381420664087406
"296",0.00382360560044204
"297",0.00382360560044204
"298",0.00382360560044204
"299",0.00382385178338185
"300",0.00382497493330458
"301",0.00382497493330458
"302",0.00384374718909331
"303",0.0038466076353938
"304",0.00384703664927999
"305",0.00384703664927999
"306",0.00384898899254527
"307",0.00385027565369256
"308",0.00385027565369256
"309",0.00385348356058068
"310",0.00385348356058068
"311",0.00385594690610525
"312",0.00386060355957707
"313",0.00386060355957707
"314",0.00386216201376588
"315",0.00386684696212602
"316",0.00387070935816003
"317",0.00387237665558027
"318",0.00387352484139392
"319",0.00387445910220263
"320",0.00387445910220263
"321",0.00387445910220263
"322",0.00387921361237176
"323",0.00388506201955663
"324",0.00389000542652063
"325",0.00389299999450865
"326",0.00389854901469078
"327",0.00389854901469078
"328",0.00389854901469078
"329",0.00390102176491836
"330",0.00390174410249478
"331",0.00390174410249478
"332",0.00391138458096241
"333",0.00391138458096241
"334",0.00391343840273595
"335",0.00391883660826731
"336",0.00391883660826731
"337",0.00391979933027964
"338",0.00391979933027964
"339",0.00392091704199893
"340",0.00392091704199893
"341",0.0039238671197771
"342",0.00392749085019739
"343",0.00392749085019739
"344",0.00393516091128165
"345",0.00393580036680619
"346",0.00394468632404421
"347",0.00394996771134637
"348",0.00395283910087829
"349",0.00395657880482958
"350",0.00395808788710539
"351",0.00395808788710539
"352",0.00396143553423089
"353",0.00396471474313709
"354",0.00397149425221921
"355",0.00397168218032673
"356",0.00397168218032673
"357",0.00397197137463057
"358",0.00398113016273294
"359",0.00398136089964352
"360",0.00398246947649872
"361",0.00398246947649872
"362",0.00398808623890023
"363",0.00399101745841901
"364",0.00399101745841901
"365",0.00399171038369617
"366",0.00399509426765265
"367",0.00399509426765265
"368",0.00400011095351949
"369",0.00400517506727693
"370",0.00400517506727693
"371",0.00401214623028079
"372",0.00401214623028079
"373",0.00401430661366242
"374",0.00401430661366242
"375",0.00401950183390654
"376",0.00402871246577741
"377",0.00402961311643701
"378",0.00402984542563389
"379",0.00403056537346713
"380",0.00403056537346713
"381",0.00403620329858656
"382",0.00403620329858656
"383",0.004038371167427
"384",0.00404326503315988
"385",0.0040446942380099
"386",0.00404704386684773
"387",0.00404762025953354
"388",0.00405731571234402
"389",0.00405731571234402
"390",0.004061052539579
"391",0.0040618727477808
"392",0.00406820858344514
"393",0.00406842000186913
"394",0.00406842000186913
"395",0.00407155751284849
"396",0.00407155751284849
"397",0.00407155751284849
"398",0.00407196959723055
"399",0.00407513209136801
"400",0.00407639793237391
"401",0.004079170924846
"402",0.00408298130985651
"403",0.00409168473362587
"404",0.00409443393776709
"405",0.00409443393776709
"406",0.00409774641543537
"407",0.00410245528994002
"408",0.00410400535865874
"409",0.00410400535865874
"410",0.00410400535865874
"411",0.00410541913808138
"412",0.00410541913808138
"413",0.00410703474149132
"414",0.00411038337971115
"415",0.0041130931661032
"416",0.0041130931661032
"417",0.00412190938290868
"418",0.00413032862811669
"419",0.00413032862811669
"420",0.00413062311077039
"421",0.0041316056709737
"422",0.00413992409679942
"423",0.00413992409679942
"424",0.00414093443101626
"425",0.00414306171979673
"426",0.00415121948378949
"427",0.00415121948378949
"428",0.00415121948378949
"429",0.00415303414474122
"430",0.00415334974626413
"431",0.00415444411349031
"432",0.00415484761738671
"433",0.0041561585244646
"434",0.0041561585244646
"435",0.0041561585244646
"436",0.0041561585244646
"437",0.00415719896999034
"438",0.00415719896999034
"439",0.00415719896999034
"440",0.00416223905914692
"441",0.00416304190448202
"442",0.00416516424511804
"443",0.00416516424511804
"444",0.00416700483603794
"445",0.004167542263808
"446",0.004167542263808
"447",0.00416809061768486
"448",0.00416809061768486
"449",0.00417180454129784
"450",0.00417330846443709
"451",0.00417784708158409
"452",0.00417784708158409
"453",0.00418979487084636
"454",0.00419303335000676
"455",0.00419303335000676
"456",0.00419303335000676
"457",0.00419319140669616
"458",0.00419715262050624
"459",0.00419715262050624
"460",0.00419715262050624
"461",0.00419934078325712
"462",0.00419934078325712
"463",0.00420555315420368
"464",0.00421752089852212
"465",0.00421752089852212
"466",0.00421752089852212
"467",0.00421787060580547
"468",0.00421906659893778
"469",0.00421906659893778
"470",0.00422415051113711
"471",0.00422849106597167
"472",0.00422849106597167
"473",0.00423151901366647
"474",0.00423717739136631
"475",0.00423943258194226
"476",0.00423943258194226
"477",0.00423943258194226
"478",0.0042396842385114
"479",0.0042456531273114
"480",0.00424609446308732
"481",0.00424609446308732
"482",0.00424711179477477
"483",0.00425004544213159
"484",0.00425717198040876
"485",0.00426205705516536
"486",0.00426375386647493
"487",0.00426493322764121
"488",0.00427126461507188
"489",0.00427126461507188
"490",0.0042729672052042
"491",0.0042729672052042
"492",0.00427458351688992
"493",0.00428366105603917
"494",0.00428503263812063
"495",0.00428766470652531
"496",0.00429255562115338
"497",0.00429611589891565
"498",0.00429611589891565
"499",0.00429611589891565
"500",0.00429611589891565
"501",0.00430957999416492
"502",0.00431193336701297
"503",0.00431193336701297
"504",0.00431891673385043
"505",0.00431897716307506
"506",0.00431975755496028
"507",0.00432010054986254
"508",0.00432065958793038
"509",0.00432452892904522
"510",0.00432643789067189
"511",0.00432804931758368
"512",0.0043280682827308
"513",0.00433464322537513
"514",0.00433464322537513
"515",0.00433509043811919
"516",0.00433829100648608
"517",0.00433829100648608
"518",0.00434029702047045
"519",0.00434634318469629
"520",0.00435360572191523
"521",0.00435360572191523
"522",0.00435379962814741
"523",0.00435580917174316
"524",0.00436126824393857
"525",0.00436126824393857
"526",0.00436126824393857
"527",0.00436209123099596
"528",0.00436568850597163
"529",0.00436568850597163
"530",0.00437083950045847
"531",0.00437083950045847
"532",0.00437162192814844
"533",0.00437162192814844
"534",0.00437567228236424
"535",0.00437651238628456
"536",0.00438428854095174
"537",0.00438791758499957
"538",0.00438791758499957
"539",0.00438875400648042
"540",0.00438875400648042
"541",0.00438930865525533
"542",0.00439651238924266
"543",0.00439651238924266
"544",0.0043995030460332
"545",0.00440737859457752
"546",0.00440844854137312
"547",0.00441121946748002
"548",0.00441408922438169
"549",0.00441642757139138
"550",0.00441816922920646
"551",0.00443122804998497
"552",0.00443122804998497
"553",0.00443122804998497
"554",0.00443151354639548
"555",0.00443889846657541
"556",0.00444368087451585
"557",0.00444368087451585
"558",0.00444368087451585
"559",0.00444438447120343
"560",0.00444438447120343
"561",0.00445141072670485
"562",0.00445957996379354
"563",0.00446506994879026
"564",0.00446564201261224
"565",0.0044713070881659
"566",0.00447582861293727
"567",0.00447637458833783
"568",0.00447698015448017
"569",0.00448735765899544
"570",0.00448844656843106
"571",0.00448908871043219
"572",0.00449144529952517
"573",0.00449144529952517
"574",0.00449144529952517
"575",0.00449696090692264
"576",0.00449696090692264
"577",0.00450738056527544
"578",0.00450747935872775
"579",0.0045092232474282
"580",0.00451360604724127
"581",0.00451565692754641
"582",0.00451565692754641
"583",0.00451911671346761
"584",0.00452125329544184
"585",0.00452181560033638
"586",0.00453547427854994
"587",0.00453796601016332
"588",0.00453801424814593
"589",0.00454002675188325
"590",0.00454002675188325
"591",0.00454002675188325
"592",0.00454463575265129
"593",0.00454634480071636
"594",0.00455053568374864
"595",0.00455053568374864
"596",0.0045518637733315
"597",0.00455329024796902
"598",0.00455358507794479
"599",0.00455380014210083
"600",0.00455380014210083
"601",0.00455700921903879
"602",0.00455705415820862
"603",0.00455705415820862
"604",0.00455772375195174
"605",0.00455772375195174
"606",0.00455932063573805
"607",0.00455932063573805
"608",0.00455944871163216
"609",0.00455944871163216
"610",0.00456175993460406
"611",0.00456518318062138
"612",0.00456686041146115
"613",0.00457110837090502
"614",0.00457110837090502
"615",0.00457110837090502
"616",0.00457261689886723
"617",0.00457313234917711
"618",0.00457617711287805
"619",0.00457984043097992
"620",0.00458649692986557
"621",0.0045883082173882
"622",0.00458845728749602
"623",0.00459196959675223
"624",0.00459225589895551
"625",0.00459225589895551
"626",0.00459225589895551
"627",0.00459785961334835
"628",0.00459906209607341
"629",0.00459906209607341
"630",0.00459967826799723
"631",0.00460039168448223
"632",0.00460039499588927
"633",0.00460308630297435
"634",0.00460308630297435
"635",0.00461123801523089
"636",0.00461123801523089
"637",0.00461123801523089
"638",0.00461137707040338
"639",0.00461292293048188
"640",0.00461292293048188
"641",0.00461334469201313
"642",0.00461459999816072
"643",0.00461512783100149
"644",0.00461512783100149
"645",0.00461865675618556
"646",0.00461917168253745
"647",0.0046195966390874
"648",0.0046195966390874
"649",0.00461995844258167
"650",0.00462154410242199
"651",0.00462270352618299
"652",0.00462345908247619
"653",0.00462373081652967
"654",0.00462602335400908
"655",0.00463296996144957
"656",0.00463296996144957
"657",0.00463296996144957
"658",0.00463296996144957
"659",0.0046376309788263
"660",0.0046376309788263
"661",0.0046376309788263
"662",0.00463976014907053
"663",0.00464446373512895
"664",0.00464446373512895
"665",0.00464446373512895
"666",0.00464804675110986
"667",0.00464849939810164
"668",0.00464849939810164
"669",0.00464915284478751
"670",0.00465808735658901
"671",0.00466268075313547
"672",0.00466533146056969
"673",0.00466884126757405
"674",0.00466926104783849
"675",0.00467109130923049
"676",0.00467109130923049
"677",0.00467220579860206
"678",0.00467241621501469
"679",0.00467391609333712
"680",0.0046749300686042
"681",0.0046749300686042
"682",0.0046749300686042
"683",0.00467497080160606
"684",0.0046759684500739
"685",0.00467800265847829
"686",0.00468211767282656
"687",0.00468607887090111
"688",0.00468607887090111
"689",0.00468678513601317
"690",0.00468918168408972
"691",0.00469416751544538
"692",0.00469443935702929
"693",0.00470309344839559
"694",0.00470925334997352
"695",0.00470947859801552
"696",0.00471172885334248
"697",0.00471172885334248
"698",0.00471191792737724
"699",0.00471234709394575
"700",0.00471276694379652
"701",0.00471557290041924
"702",0.00471557290041924
"703",0.00471649565855037
"704",0.00472052525410072
"705",0.00472956947195524
"706",0.00472957005907326
"707",0.00473248725913022
"708",0.00473248725913022
"709",0.00473248725913022
"710",0.00473598692036992
"711",0.00473633281320984
"712",0.00474076680543289
"713",0.00474076680543289
"714",0.00474076680543289
"715",0.00474328615633934
"716",0.00474328615633934
"717",0.00474399670671977
"718",0.00474455338464397
"719",0.0047446078663963
"720",0.0047446078663963
"721",0.00474525047915764
"722",0.00474845853296468
"723",0.00474845853296468
"724",0.00474845853296468
"725",0.00474860701942204
"726",0.00474981034765465
"727",0.00474981034765465
"728",0.00474981034765465
"729",0.0047545249098544
"730",0.00475678343157382
"731",0.00475699307257305
"732",0.00475699307257305
"733",0.00475699307257305
"734",0.00475725068469446
"735",0.00475725068469446
"736",0.00475820458097431
"737",0.00476388100733072
"738",0.00476445654790725
"739",0.00476522480969654
"740",0.00476522480969654
"741",0.00476522480969654
"742",0.00477335800983636
"743",0.00477348066013039
"744",0.00477348066013039
"745",0.00477431784926974
"746",0.00477431784926974
"747",0.00477941032297002
"748",0.00477941032297002
"749",0.0047819180045513
"750",0.00478596439293255
"751",0.00478596439293255
"752",0.0047870202245307
"753",0.0047870202245307
"754",0.00478723763975131
"755",0.00478819809212228
"756",0.00478834981445708
"757",0.00479023768217079
"758",0.00479045827166147
"759",0.00479254147583663
"760",0.00479254147583663
"761",0.00479254147583663
"762",0.00479377189993169
"763",0.00479377189993169
"764",0.004793909014286
"765",0.00479693391520264
"766",0.00480136374785378
"767",0.00480312178267794
"768",0.00480312178267794
"769",0.00480368107283868
"770",0.00480368107283868
"771",0.00480368107283868
"772",0.00480560647118122
"773",0.00480852974466972
"774",0.00481233238714751
"775",0.00481233238714751
"776",0.00481538022289563
"777",0.00481538022289563
"778",0.00481708139334314
"779",0.00481708139334314
"780",0.00481708139334314
"781",0.00481709108308559
"782",0.00481744594309574
"783",0.00481853007158184
"784",0.00482030676607825
"785",0.00482068955495041
"786",0.00482068955495041
"787",0.00482130064546582
"788",0.00482130064546582
"789",0.00482240839922665
"790",0.00482277385345609
"791",0.00482277385345609
"792",0.00482391040610874
"793",0.00482488857763252
"794",0.0048301430568356
"795",0.0048301430568356
"796",0.00483422921831578
"797",0.00483492115582329
"798",0.00483492115582329
"799",0.00483801679224627
"800",0.00484495992402045
"801",0.00484547122314583
"802",0.00484547122314583
"803",0.00484547122314583
"804",0.00484547122314583
"805",0.00484917773314975
"806",0.00484932976229002
"807",0.00484944500108586
"808",0.00485353407234879
"809",0.00485395454616355
"810",0.00485502921616743
"811",0.00485502921616743
"812",0.00485613708828803
"813",0.00485983799237588
"814",0.00486032320055585
"815",0.00486533649974386
"816",0.00486698439110622
"817",0.00486698439110622
"818",0.00486698439110622
"819",0.00486913034687886
"820",0.00486913034687886
"821",0.00487265808113657
"822",0.00487329425934446
"823",0.0048765838380509
"824",0.00487771385282576
"825",0.00487822118459524
"826",0.00487822118459524
"827",0.0048796303658406
"828",0.00488101932671237
"829",0.00488101932671237
"830",0.00488159398012999
"831",0.00488523643211558
"832",0.00488523643211558
"833",0.00488523643211558
"834",0.00488634552939105
"835",0.00488821270301121
"836",0.00488821270301121
"837",0.00489168376117888
"838",0.00489210434844711
"839",0.00489362250633574
"840",0.00489464605868373
"841",0.00489464605868373
"842",0.00489464605868373
"843",0.00489572184252629
"844",0.00489598245286027
"845",0.00490012242090399
"846",0.00490033742252516
"847",0.00490139293763281
"848",0.00490522925756065
"849",0.00490773398871136
"850",0.00490800261943436
"851",0.00491043619905507
"852",0.00491043619905507
"853",0.00491073012742183
"854",0.00491323709758451
"855",0.00491707886404202
"856",0.00491800787745766
"857",0.00491944781237119
"858",0.00492034416568798
"859",0.00492178138088051
"860",0.00492219882570177
"861",0.00492275759909988
"862",0.00492304469269778
"863",0.00492304469269778
"864",0.0049260953724457
"865",0.00492968394528348
"866",0.00493034848330642
"867",0.00493046833367572
"868",0.00493104637691943
"869",0.00493312513643152
"870",0.00493383813784576
"871",0.00493411058615767
"872",0.00493590171619818
"873",0.0049381619459844
"874",0.00494027675668141
"875",0.0049416480588339
"876",0.0049416480588339
"877",0.00494393195517351
"878",0.00494393195517351
"879",0.00494518279497425
"880",0.00494546527091944
"881",0.00494711790224101
"882",0.00494711790224101
"883",0.00494769054897681
"884",0.00494870249140511
"885",0.00494870249140511
"886",0.00494921001484294
"887",0.00494921001484294
"888",0.00495138430391706
"889",0.00495138430391706
"890",0.00495901825943357
"891",0.00495901825943357
"892",0.00496865625610199
"893",0.00496959671761732
"894",0.00497060140971783
"895",0.00497164477461454
"896",0.00497288737707013
"897",0.00497288737707013
"898",0.00497288737707013
"899",0.00497429274755801
"900",0.00497542432710396
"901",0.00497783552956299
"902",0.00497783552956299
"903",0.00497862900747881
"904",0.0049854935928797
"905",0.00498606194423601
"906",0.00498628804830481
"907",0.00498954198503621
"908",0.00499139403721405
"909",0.00499139403721405
"910",0.00499251872246809
"911",0.00499251872246809
"912",0.00499428537717472
"913",0.00499428537717472
"914",0.00499985294591354
"915",0.00500552047508529
"916",0.00501078008017686
"917",0.00501078008017686
"918",0.00501096091249154
"919",0.00501096091249154
"920",0.00501120432676883
"921",0.00501351063460442
"922",0.00501441290955362
"923",0.00501441290955362
"924",0.00501767268134878
"925",0.00502112184353365
"926",0.00502112184353365
"927",0.00502266451132272
"928",0.0050228572791956
"929",0.0050228572791956
"930",0.00502293765980055
"931",0.00502293765980055
"932",0.00502308738453516
"933",0.0050236551688706
"934",0.0050236551688706
"935",0.00502425088599467
"936",0.0050254686401473
"937",0.0050254686401473
"938",0.00502900064013123
"939",0.00502900064013123
"940",0.00503056160734749
"941",0.00503254475571746
"942",0.00503318730968239
"943",0.00503318730968239
"944",0.00503433038724455
"945",0.00503433038724455
"946",0.00503433038724455
"947",0.00503486946685749
"948",0.00503486946685749
"949",0.00503486946685749
"950",0.00503486946685749
"951",0.00503797162889119
"952",0.00504225653918944
"953",0.00504225653918944
"954",0.00504225653918944
"955",0.00504285900791901
"956",0.00504285900791901
"957",0.00504408810178636
"958",0.00504411200692956
"959",0.00504537796279025
"960",0.0050456346105946
"961",0.00504816751193948
"962",0.00504986525784223
"963",0.00505282064635049
"964",0.00505344101743144
"965",0.00505344101743144
"966",0.00505408026387011
"967",0.00505465536576089
"968",0.00505465536576089
"969",0.00505485483116619
"970",0.00505485483116619
"971",0.00505682193304413
"972",0.00505719711584718
"973",0.00506042203443413
"974",0.00506430260661861
"975",0.0050649559862157
"976",0.00506673254365042
"977",0.00506727759917125
"978",0.00506727759917125
"979",0.00506830195782748
"980",0.00506830195782748
"981",0.00506998669836034
"982",0.00506998669836034
"983",0.00506998669836034
"984",0.00507091960290507
"985",0.00507091960290507
"986",0.00507429584321373
"987",0.00507429584321373
"988",0.00507429584321373
"989",0.00507429584321373
"990",0.00507650761740608
"991",0.00507933216020262
"992",0.00507945938291976
"993",0.00507945938291976
"994",0.00508050652705261
"995",0.00508148196414537
"996",0.00508188247834029
"997",0.00508235259232614
"998",0.0050832266137032
"999",0.00508444323756019
"1000",0.00508911276431723
"1001",0.00508937187728631
"1002",0.0050968131367628
"1003",0.00509770150659339
"1004",0.00509934953263091
"1005",0.00509934953263091
"1006",0.00509988217420265
"1007",0.00510010422978002
"1008",0.00510010422978002
"1009",0.00510010422978002
"1010",0.00510270564821969
"1011",0.00510940392277337
"1012",0.00510940392277337
"1013",0.00511867555999146
"1014",0.00511909715422887
"1015",0.0051213699654995
"1016",0.00512318679615309
"1017",0.00512474195658008
"1018",0.00512980563550192
"1019",0.00512980563550192
"1020",0.00513156510170498
"1021",0.00513446712176224
"1022",0.00513584822918023
"1023",0.00513627143566464
"1024",0.00513986738226524
"1025",0.00513999808769938
"1026",0.00514019915135744
"1027",0.00514019915135744
"1028",0.00514171801352392
"1029",0.00514171801352392
"1030",0.00514269763186459
"1031",0.00514428833389746
"1032",0.0051449812084019
"1033",0.00514793557170012
"1034",0.00514984465614321
"1035",0.00515253207471844
"1036",0.0051549643354275
"1037",0.0051549763240798
"1038",0.00516046120442548
"1039",0.00516396348950576
"1040",0.00516635689783451
"1041",0.00517000861217398
"1042",0.00517058360327372
"1043",0.0051717138298274
"1044",0.00517428637670592
"1045",0.00517556411878717
"1046",0.00517573485709122
"1047",0.00517687023100522
"1048",0.00517913729848152
"1049",0.00518148916186967
"1050",0.00518682385645841
"1051",0.00518898092760178
"1052",0.0051918691508539
"1053",0.0051919529142086
"1054",0.00519219279551542
"1055",0.00519248420864826
"1056",0.00519319754946623
"1057",0.00519370270497832
"1058",0.00519385665098027
"1059",0.00519385665098027
"1060",0.0051942421100436
"1061",0.00519507146573839
"1062",0.00520214144284492
"1063",0.00520216700152032
"1064",0.00520279949742453
"1065",0.00520279949742453
"1066",0.0052071142780028
"1067",0.00520763863727536
"1068",0.00520817497052395
"1069",0.00520817497052395
"1070",0.00520838965261061
"1071",0.00520948679997135
"1072",0.00521076129718534
"1073",0.00521076129718534
"1074",0.0052126235456843
"1075",0.00521389912147208
"1076",0.005215479111224
"1077",0.00521634210855015
"1078",0.00521634210855015
"1079",0.00521634210855015
"1080",0.00521721904307304
"1081",0.00521760382956105
"1082",0.00521899433271067
"1083",0.0052198201412732
"1084",0.0052199779196459
"1085",0.00522209919097449
"1086",0.00522243981362958
"1087",0.00522243981362958
"1088",0.00522243981362958
"1089",0.00522464967411529
"1090",0.00522550013618184
"1091",0.00522550013618184
"1092",0.00522711600898196
"1093",0.00522814859470766
"1094",0.00522947706592913
"1095",0.00523026699840612
"1096",0.00523134030692352
"1097",0.00523134030692352
"1098",0.00523134030692352
"1099",0.00523134195507757
"1100",0.00523217241079699
"1101",0.00523344737087938
"1102",0.00523344737087938
"1103",0.00523483497424326
"1104",0.0052372076904279
"1105",0.00523722414141525
"1106",0.00523737357297405
"1107",0.00523737357297405
"1108",0.00523737357297405
"1109",0.00523751365040437
"1110",0.00523995977997893
"1111",0.00523995977997893
"1112",0.00524221534814884
"1113",0.00524302623299222
"1114",0.00524428189960957
"1115",0.00524463932870878
"1116",0.00524491358107515
"1117",0.0052452769273883
"1118",0.0052463441566255
"1119",0.0052463441566255
"1120",0.00525116895503597
"1121",0.00525116895503597
"1122",0.00525624000758418
"1123",0.00525624000758418
"1124",0.00525700745033397
"1125",0.00525700745033397
"1126",0.00525789361334605
"1127",0.00525804275541708
"1128",0.00525804275541708
"1129",0.00525804275541708
"1130",0.00525844373360895
"1131",0.00525856884875431
"1132",0.00525856884875431
"1133",0.00526060927832717
"1134",0.00526091787606497
"1135",0.00526427862148049
"1136",0.00526512875044649
"1137",0.00526580317679581
"1138",0.00526655146503141
"1139",0.00527125874944512
"1140",0.00527184373785516
"1141",0.00527184373785516
"1142",0.0052724136798965
"1143",0.00527346944427753
"1144",0.00527361546638216
"1145",0.00527361546638216
"1146",0.00527532151942522
"1147",0.00527532423618216
"1148",0.00527532423618216
"1149",0.00527532423618216
"1150",0.0052765043120776
"1151",0.00527730625756295
"1152",0.00527791003404343
"1153",0.00527802053075499
"1154",0.00527930006894073
